2022-08-23 20:37|12|4|26812|77106|64672
2022-08-23 20:37|34|49|11261|61274|74685
2022-08-23 20:38|14|86|11212|43129|65236
2022-08-23 20:38|9|96|32166|7937|63202
2022-08-23 20:39|19|38|59043|20274|87162
2022-08-23 20:39|31|7|82675|16071|77167
2022-08-23 20:40|72|36|81192|30232|22875
2022-08-23 20:40|92|55|53266|86875|26653
2022-08-23 20:41|88|4|26117|98424|31668
2022-08-23 20:41|87|48|96322|11949|43377
2022-08-23 20:42|29|77|34535|24476|13029
2022-08-23 20:42|60|7|94005|91422|45652
2022-08-23 20:43|77|64|6954|56054|77595
2022-08-23 20:43|13|25|1985|58883|49576
2022-08-23 20:44|47|7|69596|80256|97286
2022-08-23 20:44|41|30|94812|23803|84806
2022-08-23 20:45|61|9|10739|12819|96708
2022-08-23 20:45|55|74|70403|69301|47836
2022-08-23 20:46|40|31|81932|32226|8928
2022-08-23 20:46|89|27|14466|79801|15897
2022-08-23 20:47|2|58|94041|20566|48864
2022-08-23 20:47|66|40|37940|84702|42234
2022-08-23 20:48|58|15|28671|21474|21195
2022-08-23 20:48|39|14|76680|36857|84459
2022-08-23 20:49|20|34|40991|32125|20806
2022-08-23 20:49|23|67|88232|74795|13195
2022-08-23 20:50|96|93|32376|52026|59412
2022-08-23 20:50|80|34|6303|9064|20893
2022-08-23 20:51|61|63|37433|76233|30831
2022-08-23 20:51|34|69|29638|46149|12895
2022-08-23 20:52|53|63|9405|78332|30918
2022-08-23 20:52|53|40|54388|20478|92779
2022-08-23 20:53|22|4|99037|62220|30990
2022-08-23 20:54|64|82|54645|65867|29170
2022-08-23 20:54|88|35|34327|88321|38075
2022-08-23 20:55|94|81|45158|59518|57375
2022-08-23 20:55|50|16|41366|54051|36882
2022-08-23 20:56|81|37|81087|31079|10619
2022-08-23 20:56|43|53|22276|13976|9079
2022-08-23 20:57|3|50|87746|85667|73697
2022-08-23 20:57|80|86|93392|3136|86333
2022-08-23 20:58|30|44|81011|55064|46212
2022-08-23 20:58|82|13|16837|63666|92576
2022-08-23 20:59|57|11|50915|8266|48621
2022-08-23 20:59|46|8|12779|71470|56983
2022-08-23 21:00|24|27|62997|72844|41756
2022-08-23 21:00|1|1|45789|28375|4659
2022-08-23 21:01|46|93|72358|31088|94803
2022-08-23 21:01|54|4|52059|55611|28876
2022-08-23 21:02|22|29|27490|15712|66563
2022-08-23 21:02|50|17|15633|8712|96785
2022-08-23 21:03|11|14|52067|56131|87354
2022-08-23 21:03|22|1|18710|82152|67243
2022-08-23 21:04|17|77|92887|19702|52447
2022-08-23 21:04|42|66|40822|7828|69621
2022-08-23 21:05|97|6|78838|86404|45006
2022-08-23 21:05|24|37|49485|26013|37068
2022-08-23 21:06|24|84|92313|22893|44942
2022-08-23 21:06|28|55|21216|57944|97377
2022-08-23 21:07|76|40|65988|86965|69298
2022-08-23 21:07|42|12|92502|58827|39809
2022-08-23 21:08|82|87|58956|70030|52148
2022-08-23 21:08|81|3|38909|87226|85700
2022-08-23 21:09|85|64|45354|34408|15156
2022-08-23 21:09|1|97|13814|44383|44340
2022-08-23 21:10|10|37|18518|23613|71213
2022-08-23 21:10|53|74|95861|58140|49678
2022-08-23 21:11|57|23|62970|93572|93098
2022-08-23 21:11|40|97|74568|14730|65303
2022-08-23 21:12|72|88|11290|39086|77447
2022-08-23 21:12|96|3|11249|5275|75902
2022-08-23 21:13|58|47|16361|3880|46791
2022-08-23 21:13|91|83|82274|1623|2377
2022-08-23 21:14|32|38|80870|63987|16174
2022-08-23 21:14|87|15|27103|87156|83993
2022-08-23 21:15|49|64|73830|77321|84834
2022-08-23 21:15|21|46|75232|69673|54060
2022-08-23 21:16|30|21|46074|34845|13185
2022-08-23 21:16|68|22|35065|44319|44284
2022-08-23 21:17|33|65|78258|28798|4892
2022-08-23 21:17|48|39|72405|34207|75934
2022-08-23 21:18|76|92|77788|39942|77461
2022-08-23 21:18|1|85|31442|44208|55927
2022-08-23 21:19|43|20|76388|37350|67147
2022-08-23 21:19|94|24|46050|8586|95189
2022-08-23 21:20|61|94|21159|32861|3714
2022-08-23 21:20|25|82|58877|94099|11671
2022-08-23 21:21|71|65|7768|75490|70917
2022-08-23 21:21|89|62|88092|98932|71361
2022-08-23 21:22|10|28|44546|84116|34490
2022-08-23 21:22|10|12|72714|97534|53005
2022-08-23 21:23|1|37|69600|47055|53723
2022-08-23 21:23|3|76|41431|67884|51011
2022-08-23 21:24|87|13|97866|90675|39123
2022-08-23 21:24|76|62|85789|65331|49099
2022-08-23 21:25|28|84|94049|24258|75668
2022-08-23 21:25|20|15|7430|28977|32095
2022-08-23 21:26|97|94|90618|21396|69950
2022-08-23 21:26|15|60|19909|99222|19891
2022-08-23 21:27|10|86|24285|29875|41181
2022-08-23 21:27|18|93|99832|66139|90983
2022-08-23 21:28|25|40|62982|22757|97700
2022-08-23 21:28|97|15|99366|25002|60429
2022-08-23 21:29|5|60|58290|90039|80098
2022-08-23 21:29|30|12|37351|55234|70766
2022-08-23 21:30|13|65|17920|13452|19595
2022-08-23 21:30|80|49|37721|79820|27983
2022-08-23 21:31|47|7|44643|77198|79204
2022-08-23 21:31|94|8|73487|18758|82991
2022-08-23 21:32|61|26|41550|68857|68776
2022-08-23 21:32|83|10|98129|19552|31577
2022-08-23 21:33|84|40|70501|39352|32551
2022-08-23 21:33|73|66|41213|83312|30515
2022-08-23 21:34|73|87|83731|4860|94795
2022-08-23 21:34|37|25|44007|20523|30611
2022-08-23 21:35|25|67|79804|28029|51212
2022-08-23 21:35|78|54|42943|3084|80520
2022-08-23 21:36|14|37|11251|65652|98538
2022-08-23 21:36|25|51|82554|91547|91517
2022-08-23 21:37|93|41|17057|77907|86577
2022-08-23 21:37|82|40|62173|56630|18465
2022-08-23 21:38|95|49|85922|59259|62467
2022-08-23 21:38|6|54|48690|33094|32375
2022-08-23 21:39|82|22|91821|71863|80343
2022-08-23 21:39|32|61|20643|87175|76186
2022-08-23 21:40|52|83|69395|35388|40490
2022-08-23 21:40|26|78|19863|45199|52535
2022-08-23 21:41|73|78|21118|91377|56257
2022-08-23 21:41|32|62|91673|15175|73531
2022-08-23 21:42|82|6|50845|84108|9429
2022-08-23 21:42|25|56|72014|11238|3437
2022-08-23 21:43|34|48|62551|48461|45203
2022-08-23 21:43|61|80|66950|4179|55481
2022-08-23 21:44|20|8|36913|36768|40875
2022-08-23 21:44|3|13|37337|13319|9269
